iter,rf_ns
1019,43.30
1020,639.54
1021,346.42
1022,329.76
1023,223.17
1024,336.42
1025,253.15
1026,46.63
1027,66.62
1028,472.99
1029,396.38
1030,136.57
1031,46.63
1032,46.63
1033,46.63
1034,239.83
1035,276.47
1036,146.56
1037,189.86
1038,243.16
1039,133.24
1040,346.42
1041,552.93
1042,456.34
1043,409.70
1044,46.63
1045,243.16
1046,752.79
1047,46.63
1048,46.63
1049,519.62
1050,426.36
1051,229.83
1052,299.78
1053,233.16
1054,366.40
1055,486.32
1056,46.63
1057,183.20
1058,46.63
1059,46.63
1060,173.21
1061,46.63
1062,46.63
1063,383.06
1064,139.90
1065,229.83
1066,163.22
1067,46.63
1068,46.63
1069,572.92
1070,139.90
1071,433.02
1072,529.62
1073,416.37
1074,249.82
1075,616.22
1076,359.74
1077,316.44
1078,203.19
1079,149.89
1080,46.63
1081,316.44
1082,133.24
1083,163.22
1084,46.63
1085,249.82
1086,46.63
1087,189.86
1088,179.87
1089,203.19
1090,76.61
1091,199.86
1092,329.76
1093,336.42
1094,239.83
1095,463.00
1096,236.50
1097,46.63
1098,43.30
1099,163.22
1100,266.47
1101,196.52
1102,266.47
1103,219.84
1104,326.43
1105,66.62
1106,233.16
1107,209.85
1108,479.65
1109,482.98
1110,276.47
1111,209.85
1112,782.77
1113,43.30
1114,329.76
1115,526.29
1116,83.27
1117,46.63
1118,363.07
1119,323.10
1120,209.85
1121,516.29
1122,46.63
1123,393.05
1124,153.22
1125,49.96
1126,169.88
1127,286.46
1128,253.15
1129,506.30
1130,343.09
1131,273.14
1132,146.56
1133,133.24
1134,236.50
1135,399.71
1136,46.63
1137,423.03
1138,672.85
1139,309.78
1140,106.59
1141,459.67
1142,343.09
1143,46.63
1144,46.63
1145,253.15
1146,356.41
1147,259.81
1148,216.51
1149,496.31
1150,63.29
1151,49.96
1152,246.49
1153,46.63
1154,702.83
1155,119.91
1156,482.98
1157,453.01
1158,776.11
1159,582.91
1160,1039.25
1161,119.91
1162,276.47
1163,83.27
1164,143.23
1165,159.88
1166,46.63
1167,476.32
1168,46.63
1169,689.50
1170,46.63
1171,386.39
1172,812.75
1173,49.96
1174,539.61
1175,453.01
1176,399.71
1177,263.14
1178,169.88
1179,542.94
1180,46.63
1181,106.59
1182,176.54
1183,379.73
1184,393.05
1185,46.63
1186,283.13
1187,53.29
1188,522.96
1189,293.12
1190,396.38
1191,46.63
1192,46.63
1193,59.96
1194,46.63
1195,46.63
1196,359.74
1197,46.63
1198,109.92
1199,196.52
1200,293.12
1201,79.94
1202,602.90
1203,156.55
1204,46.63
1205,559.60
1206,269.81
1207,46.63
1208,213.18
1209,559.60
1210,349.75
1211,616.22
1212,459.67
1213,299.78
1214,59.96
1215,499.64
1216,46.63
1217,46.63
1218,46.63
1219,586.24
1220,536.28
1221,576.25
1222,276.47
1223,506.30
1224,46.63
1225,153.22
1226,602.90
1227,73.28
1228,259.81
1229,63.29
1230,159.88
1231,116.58
1232,46.63
1233,672.85
1234,542.94
1235,286.46
1236,149.89
1237,226.50
1238,436.35
1239,46.63
1240,46.63
1241,46.63
1242,519.62
1243,46.63
1244,343.09
1245,279.80
1246,46.63
1247,206.52
1248,669.52
1249,183.20
1250,386.39
1251,333.09
1252,509.63
1253,259.81
1254,256.48
1255,183.20
1256,562.93
1257,336.42
1258,196.52
1259,286.46
1260,852.72
1261,46.63
1262,326.43
1263,176.54
1264,146.56
1265,79.94
1266,99.93
1267,183.20
1268,359.74
1269,179.87
1270,203.19
1271,46.63
1272,176.54
1273,156.55
1274,246.49
1275,79.94
1276,46.63
1277,886.03
1278,439.68
1279,346.42
1280,83.27
1281,276.47
1282,49.96
1283,76.61
1284,63.29
1285,196.52
1286,406.37
1287,179.87
1288,46.63
1289,46.63
1290,639.54
1291,43.30
1292,33.31
1293,283.13
1294,46.63
1295,472.99
1296,169.88
1297,49.96
1298,43.30
1299,363.07
1300,256.48
1301,682.84
1302,596.24
1303,89.94
1304,363.07
1305,173.21
1306,363.07
1307,46.63
1308,123.24
1309,353.08
1310,259.81
1311,276.47
1312,66.62
1313,622.88
1314,323.10
1315,219.84
1316,659.52
1317,46.63
1318,83.27
1319,326.43
1320,199.86
1321,169.88
1322,413.04
1323,233.16
1324,179.87
1325,539.61
1326,46.63
1327,66.62
1328,353.08
1329,369.73
1330,356.41
1331,369.73
1332,139.90
1333,173.21
1334,43.30
1335,163.22
1336,549.60
1337,379.73
1338,399.71
1339,276.47
1340,53.29
1341,226.50
1342,43.30
1343,539.61
1344,103.26
1345,213.18
1346,316.44
1347,119.91
1348,116.58
1349,46.63
1350,379.73
1351,103.26
1352,46.63
1353,46.63
1354,166.55
1355,359.74
1356,516.29
1357,373.06
1358,106.59
1359,386.39
1360,423.03
1361,353.08
1362,393.05
1363,742.80
1364,46.63
1365,256.48
1366,46.63
1367,246.49
1368,46.63
1369,306.45
1370,266.47
1371,96.60
1372,76.61
1373,299.78
1374,313.11
1375,199.86
1376,376.39
1377,403.04
1378,622.88
1379,79.94
1380,326.43
1381,59.96
1382,622.88
1383,46.63
1384,383.06
1385,46.63
1386,546.27
1387,219.84
1388,149.89
1389,219.84
1390,243.16
1391,403.04
1392,43.30
1393,246.49
1394,46.63
1395,43.30
1396,189.86
1397,426.36
1398,79.94
1399,316.44
1400,542.94
1401,46.63
1402,419.70
1403,243.16
1404,46.63
1405,266.47
1406,206.52
1407,226.50
1408,293.12
1409,506.30
1410,253.15
1411,622.88
1412,209.85
1413,223.17
1414,299.78
1415,333.09
1416,163.22
1417,383.06
1418,209.85
1419,46.63
1420,179.87
1421,196.52
1422,199.86
1423,449.68
1424,46.63
1425,549.60
1426,46.63
1427,136.57
1428,46.63
1429,299.78
1430,146.56
1431,339.75
1432,46.63
1433,79.94
1434,336.42
1435,153.22
1436,229.83
1437,289.79
1438,46.63
1439,383.06
1440,153.22
1441,159.88
1442,199.86
1443,356.41
1444,346.42
1445,169.88
1446,46.63
1447,466.33
1448,279.80
1449,46.63
1450,209.85
1451,546.27
1452,99.93
1453,306.45
1454,266.47
1455,79.94
1456,229.83
1457,326.43
1458,169.88
1459,499.64
1460,136.57
1461,316.44
1462,249.82
1463,283.13
1464,63.29
