feature,mean_abs_shap
mean_iat_us,0.1235300360039551
iat_max_us,0.10029141539318193
iat_min_us,0.08849448818655377
min,0.021161820913531023
ewma_min,0.019621122415565025
max,0.017826906156335906
ewma_mean,0.016251107662985625
mean,0.014984211920655877
ewma_max,0.01398023722167316
range,0.01221439247780281
ewma_range,0.010910530318452504
cusum_max,0.006914943507697952
cusum_mean,0.006440663874903018
cusum_range,0.006086466032248542
slope,0.005259491384857839
cusum_min,0.0
