feature,importance
mean_iat_us,0.2989020045063576
iat_max_us,0.23466240186317586
iat_min_us,0.18821757626163269
ewma_min,0.03407290204096541
ewma_mean,0.03070082924422711
min,0.030113727573456275
ewma_max,0.029994698585056448
max,0.029710973792995254
mean,0.027950051436397057
ewma_range,0.021338372085568033
range,0.018603540539933718
slope,0.016433829174291287
cusum_max,0.014535983681633948
cusum_mean,0.012854618511077753
cusum_range,0.011908490703231578
cusum_min,0.0
