feature,importance
modbus_req_count,0.35645806445704026
pkt_size_mean,0.25972129609253886
modbus_resp_count,0.20826116368422792
pkt_size_max,0.06440133492698322
iat_max,0.05910132453946119
pkt_size_min,0.02378524925770048
iat_mean,0.020875473838120134
iat_min,0.0073960932039279755
