feature,shap_value,feature_value
pkt_size_mean,-0.18303845365835394,79.0
iat_min,0.1676346181207428,0.0002739429473876
modbus_req_count,-0.07224613098949148,0.0
iat_max,0.06436215223785595,0.4834880828857422
iat_mean,-0.0588994945623019,0.0704175744737897
modbus_resp_count,-0.04684775835730824,8.0
pkt_size_max,-0.01137212626820572,79.0
pkt_size_min,-0.005620714197685093,79.0
